Fall,GeoLocation,Id,Name,Nametype,Recclass,Year,Reclat,Reclong,Mass
Found,"(38.81667, -104.61667)",10173,Franceville,Valid,"Iron, IIIAB",1890,38.81667,-104.61667,18800
Found,"(37.0, -109.05)",10172,Four Corners,Valid,"Iron, IAB-ung",1924,37,-109.05,25000
Found,"(33.1, -102.26667)",10170,Foster,Valid,H4,1975,33.1,-102.26667,1992
Found,"(30.91667, -103.06667)",10168,Fort Stockton,Valid,Iron,1952,30.91667,-103.06667,4762.8
Found,"(44.35, -100.38333)",10167,Fort Pierre,Valid,"Iron, IIIAB",1856,44.35,-100.38333,15900
Found,"(36.1, -80.2)",10165,Forsyth County,Valid,"Iron, IIAB",1891,36.1,-80.2,22700
Fell,"(33.01667, -83.96667)",10164,Forsyth,Valid,L6,1829,33.01667,-83.96667,16300
Fell,"(36.78333, -78.08333)",10123,Forksville,Valid,L6,1924,36.78333,-78.08333,6067
Found,"(33.49556, -97.58861)",10122,Forestburg (b),Valid,L5,1957,33.49556,-97.58861,26600
Found,"(33.50667, -97.65139)",10121,Forestburg (a),Valid,L4,1957,33.50667,-97.65139,26100
Fell,"(43.25, -93.66667)",10119,Forest City,Valid,H5,1890,43.25,-93.66667,152000
Found,"(32.90333, -101.16278)",10117,Fluvanna (b),Valid,H6,1976,32.90333,-101.16278,4110
Found,"(32.8, -101.11667)",10116,Fluvanna (a),Valid,L5,1967,32.8,-101.11667,9500
Found,"(33.98333, -101.33333)",10115,Floydada (b),Valid,H5,1999,33.98333,-101.33333,6266
Found,"(33.98333, -101.28333)",10114,Floydada,Valid,"Iron, IIIAB",1912,33.98333,-101.28333,12500
Found,"(34.19333, -103.575)",10113,Floyd,Valid,L4,1966,34.19333,-103.575,13000
Found,"(32.5225, -102.705)",10112,Florey,Valid,H6,1978,32.5225,-102.705,110800
Fell,"(30.83333, -97.76667)",10111,Florence,Valid,H3,1922,30.83333,-97.76667,3640
Found,"(40.68333, -102.81667)",10110,Fleming,Valid,H3.7,1940,40.68333,-102.81667,1750
Found,"(44.04833, -96.59167)",10109,Flandreau,Valid,H5,1983,44.04833,-96.59167,21360
Found,"(34.43333, -102.51667)",10108,Flagg,Valid,L5,1954,34.43333,-102.51667,7000
Fell,"(47.81667, -96.85)",10107,Fisher,Valid,L6,1894,47.81667,-96.85,17600
Found,"(31.735, -110.75333)",10106,Fish Canyon,Valid,"Iron, IAB complex",1992,31.735,-110.75333,27.3
Found,"(34.29833, -101.68333)",10105,Finney (c),Valid,OC,1978,34.29833,-101.68333,492
Found,"(34.26667, -101.56667)",10104,Finney,Valid,L5,1962,34.26667,-101.56667,10700
Found,"(49.883333, -103.6)",10093,Fillmore,Valid,Iron,1916,49.883333,-103.6,113
Found,"(34.0, -101.5)",10089,Ferguson Switch,Valid,H5,1937,34,-101.5,1700
Fell,"(36.1, -81.41667)",10088,Ferguson,Valid,OC,1889,36.1,-81.41667,220
Found,"(36.58333, -102.7)",10084,Felt (b),Valid,L3.5-5,1990,36.58333,-102.7,5590
Found,"(36.55, -102.78333)",10083,Felt,Valid,H6,1970,36.55,-102.78333,5400
Fell,"(32.53333, -87.16667)",10081,Felix,Valid,CO3.3,1900,32.53333,-87.16667,3200
Fell,"(36.05, -94.16667)",10079,Fayetteville,Valid,H4,1934,36.05,-94.16667,2360
Found,"(39.61667, -94.86667)",10077,Faucett,Valid,H5,1966,39.61667,-94.86667,100000
Found,"(40.25, -100.23333)",10076,Farnum,Valid,L5,1937,40.25,-100.23333,4200
Fell,"(35.55, -77.53333)",10075,Farmville,Valid,H4,1934,35.55,-77.53333,56000
Fell,"(39.75, -97.03333)",10074,Farmington,Valid,L5,1890,39.75,-97.03333,89400
Found,"(36.33333, -104.05)",10073,Farley,Valid,H5,1936,36.33333,-104.05,19400
Found,"(33.84333, -103.93667)",10072,Falsey Draw,Valid,L6,1995,33.84333,-103.93667,4180
Found,"(45.33333, -102.08333)",10071,Faith,Valid,H5,1952,45.33333,-102.08333,105000
Found,"(34.10139, -102.65)",10070,Fairview,Valid,"Iron, IIIAB",1986,34.10139,-102.65,28800
Found,"(39.33333, -84.6)",10069,Fairfield,Valid,"Iron, IAB-MG",1974,39.33333,-84.6,1600
Found,"(36.81667, -101.90833)",10066,Eva,Valid,H5,1965,36.81667,-101.90833,6700
Found,"(28.83333, -81.68333)",10065,Eustis,Valid,H4,1918,28.83333,-81.68333,502
Found,"(34.47, -101.75833)",10064,Eunice,Valid,H5,1961,34.47,-101.75833,2300
Found,"(47.95833, -96.7)",10063,Euclid,Valid,H5,1970,47.95833,-96.7,2500
Found,"(35.98333, -101.9)",10062,Etter,Valid,L5,1965,35.98333,-101.9,450000
Fell,"(43.41667, -94.83333)",10059,Estherville,Valid,Mesosiderite-A3/4,1879,43.41667,-94.83333,320000
Found,"(33.9, -101.75)",10057,Estacado,Valid,H6,1883,33.9,-101.75,290000
Found,"(34.61167, -115.03333)",10056,Essex,Valid,H5,2002,34.61167,-115.03333,5000
Found,"(27.0, -104.0)",10050,Escal_n,Valid,H4,1979,27,-104,54.3
Found,"(40.03167, -105.05667)",10045,Erie,Valid,L6,1965,40.03167,-105.05667,3300
Found,"(39.86667, -83.95)",10037,Enon,Valid,"Iron, ungrouped",1883,39.86667,-83.95,763
Found,"(31.33333, -82.31667)",10036,Enigma,Valid,H4,1967,31.33333,-82.31667,94
Found,"(39.71667, -77.3)",10034,Emmitsburg,Valid,"Iron, IIIAB?",1854,39.71667,-77.3,450
Found,"(43.56333, -97.58333)",10031,Emery,Valid,Mesosiderite-A3,1962,43.56333,-97.58333,16700
Found,"(38.28, -97.365)",10030,Elyria,Valid,"Iron, IIIAB",1971,38.28,-97.365,10900
Found,"(33.71667, -100.83333)",10029,Elton,Valid,"Iron, ungrouped",1936,33.71667,-100.83333,1900
Found,"(38.5, -96.2)",10024,Elm Creek,Valid,H4,1906,38.5,-96.2,7000
Found,"(38.78333, -99.33333)",10022,Ellis County,Valid,H6,1948,38.78333,-99.33333,4692
Found,"(38.80778, -104.56944)",10021,Ellicott,Valid,"Iron, IAB-ung",1960,38.80778,-104.56944,15700
Found,"(37.01667, -101.88333)",10017,Elkhart,Valid,H5,1936,37.01667,-101.88333,573
Found,"(33.79, -103.56333)",10016,Elida (c),Valid,H5,1968,33.79,-103.56333,385.5
Found,"(33.91667, -103.51833)",10015,Elida (b),Valid,OC,1968,33.91667,-103.51833,537.8
Found,"(33.78333, -103.57667)",10014,Elida (a),Valid,L6,1968,33.78333,-103.57667,936.8
Fell,"(39.24667, -104.58817)",7822,Elbert,Valid,LL6,1998,39.24667,-104.58817,680.5
Found,"(39.83333, -103.21667)",7821,Elba,Valid,H5,1966,39.83333,-103.21667,4175
Found,"(37.0, -105.0)",7816,El Rancho Grande,Valid,Pallasite,1954,37,-105,40.7
Found,"(26.93333, -105.4)",7814,El Pozo,Valid,L5,1998,26.93333,-105.4,460
Found,"(31.78333, -106.23333)",7812,El Paso,Valid,LL4,1950,31.78333,-106.23333,276
Found,"(34.64667, -117.58108)",7811,El Mirage Dry Lake 002,Valid,H4,2001,34.64667,-117.58108,13
Found,"(34.65433, -117.59638)",7810,El Mirage Dry Lake 001,Valid,H5,2000,34.65433,-117.59638,1.5
Found,"(33.68333, -112.26667)",7809,El Mirage,Valid,"Iron, IIAB",1972,33.68333,-112.26667,598
Found,"(26.86667, -105.23333)",7795,El Carmen,Valid,H6,1987,26.86667,-105.23333,629
Found,"(33.5, -105.5)",7794,El Capitan,Valid,"Iron, IIIAB",1893,33.5,-105.5,27500
Found,"(29.33333, -101.83333)",7793,El Burro,Valid,"Iron, IIAB",1939,29.33333,-101.83333,35900
Found,"(37.03333, -85.63333)",7771,Edmonton (Kentucky),Valid,"Iron, IAB-sLM",1942,37.03333,-85.63333,10200
Found,"(34.28333, -101.83333)",7769,Edmonson (b),Valid,H4,1981,34.28333,-101.83333,14402
Found,"(34.28333, -101.83333)",7768,Edmonson (a),Valid,L6,1955,34.28333,-101.83333,12000
Found,"(39.76667, -99.91667)",7767,Edmond,Valid,H6,1983,39.76667,-99.91667,4000
Found,"(38.61667, -84.96667)",7761,Eagle Station,Valid,"Pallasite, PES",1880,38.61667,-84.96667,36000
Fell,"(40.78167, -96.47167)",7760,Eagle,Valid,EL6,1947,40.78167,-96.47167,10000
Found,"(38.47, -102.82667)",7759,Eads,Valid,H4,1975,38.47,-102.82667,4860
Found,"(38.85, -96.58333)",7756,Dwight,Valid,L6,1940,38.85,-96.58333,4100
Found,"(34.48333, -113.91667)",7753,Dutch Flat,Valid,"Iron, IIAB",2002,34.48333,-113.91667,48.8
Found,"(36.85, -82.45)",7747,Dungannon,Valid,"Iron, IAB-MG",1922,36.85,-82.45,13000
Found,"(32.63333, -96.86667)",7744,Duncanville,Valid,H,1961,32.63333,-96.86667,17800
Found,"(35.925, -101.895)",7742,Dumas (b),Valid,H6,1980,35.925,-101.895,2284
Found,"(35.9, -101.9)",7741,Dumas (a),Valid,H5,1956,35.9,-101.9,46050
Found,"(35.85, -82.7)",7739,Duel Hill (1873),Valid,"Iron, IAB-MG",1873,35.85,-82.7,11300
Found,"(35.85, -82.7)",7738,Duel Hill (1854),Valid,"Iron, IVA",1854,35.85,-82.7,21800
Found,"(40.38333, -110.86667)",7737,Duchesne,Valid,"Iron, IVA",1906,40.38333,-110.86667,22700
Found,"(37.72683, -114.7865)",7734,Dry Lake Valley,Valid,L6,2000,37.72683,-114.7865,3.5
Found,"(39.5, -112.9)",7733,Drum Mountains,Valid,"Iron, IIIAB",1944,39.5,-112.9,529000
Fell,"(42.52, -82.26)",7731,Dresden (Ontario),Valid,H6,1939,42.52,-82.26,47700
Found,"(39.61667, -100.46306)",7730,Dresden (Kansas),Valid,H5,1953,39.61667,-100.46306,6760
Found,"(48.66667, -97.11667)",7729,Drayton,Valid,H4/5,1982,48.66667,-97.11667,2350
Fell,"(36.4, -86.5)",7728,Drake Creek,Valid,L6,1827,36.4,-86.5,5000
Found,"(38.41667, -106.58333)",7727,Doyleville,Valid,H5,1887,38.41667,-106.58333,112
Found,"(33.97917, -101.2)",7724,Dougherty,Valid,L6,2002,33.97917,-101.2,1113
Found,"(32.295, -109.67)",7721,Dos Cabezas,Valid,L5,1998,32.295,-109.67,755
Found,"(33.92333, -103.35)",7713,Dora (stone),Valid,OC,1970,33.92333,-103.35,1570
Found,"(33.92667, -103.955)",7712,Dora (pallasite),Valid,"Pallasite, PMG",1955,33.92667,-103.955,7600
Found,"(41.23333, -103.48333)",7651,Dix,Valid,L6,1927,41.23333,-103.48333,44000
Found,"(39.5, -98.53333)",7648,Dispatch,Valid,H,1956,39.5,-98.53333,220
Found,"(34.48333, -102.32833)",7646,Dimmitt (b),Valid,OC,1981,34.48333,-102.32833,2800
Found,"(34.58333, -102.16667)",7645,Dimmitt,Valid,H3.7,1942,34.58333,-102.16667,200000
Found,"(40.08173, -115.93673)",7641,Diamond Valley,Valid,H5,2001,40.08173,-115.93673,440
Found,"(33.81667, -97.0)",6697,Dexter,Valid,"Iron, IIIAB",1889,33.81667,-97,1724
Found,"(35.65917, -115.37283)",6695,Devil Peak,Valid,L6,1999,35.65917,-115.37283,34.7
Found,"(33.51667, -95.3)",6663,Deport (a),Valid,H4,1944,33.51667,-95.3,604
Found,"(33.51667, -95.3)",6662,Deport,Valid,"Iron, IAB-sLL",1926,33.51667,-95.3,15000
Found,"(33.07139, -102.80028)",6661,Denver City,Valid,"Iron, ungrouped",1975,33.07139,-102.80028,26100
Fell,"(39.7825, -104.93056)",6660,Denver,Valid,L6,1967,39.7825,-104.93056,230
Found,"(33.0, -97.0)",6659,Denton County,Valid,"Iron, IIIAB",1856,33,-97,5400
Found,"(39.56583, -99.64722)",6657,Densmore (1950),Valid,H6,1950,39.56583,-99.64722,11300
Found,"(39.65, -99.68333)",6656,Densmore (1879),Valid,L6,1879,39.65,-99.68333,37200
Found,"(34.05, -103.55)",6648,Delphos (d),Valid,H5,1969,34.05,-103.55,276
Found,"(34.05, -103.63333)",6647,Delphos (c),Valid,L5,1977,34.05,-103.63333,885
Found,"(34.09, -103.61167)",6646,Delphos (b),Valid,OC,1968,34.09,-103.61167,548
Found,"(34.08333, -103.525)",6645,Delphos (a),Valid,L4,1968,34.08333,-103.525,1244.7
Found,"(35.28333, -93.5)",6640,Delaware,Valid,L4,1972,35.28333,-93.5,8346
Found,"(29.36667, -100.96667)",6639,Del Rio,Valid,"Iron, IIF",1965,29.36667,-100.96667,3596
Found,"(36.5, -79.75)",6637,Deep Springs,Valid,"Iron, ungrouped",1846,36.5,-79.75,11500
Fell,"(40.25, -74.0)",6634,Deal,Valid,L6,1829,40.25,-74,28
Found,"(39.85, -102.95)",6624,De Nova,Valid,L6,1940,39.85,-102.95,12700
Found,"(39.59167, -94.92194)",6623,De Kalb,Valid,H,1969,39.59167,-94.92194,566
Fell,"(43.0, -80.0)",6621,De Cewsville,Valid,H6,1887,43,-80,340
Found,"(39.75, -84.16667)",6620,Dayton,Valid,"Iron, IAB-sLH",1892,39.75,-84.16667,26300
Found,"(34.86, -102.12)",6619,Dawn (b),Valid,H4/5,1981,34.86,-102.12,257.6
Found,"(34.86, -102.12)",6618,Dawn (a),Valid,H6,1981,34.86,-102.12,7682
Found,"(29.00833, -97.70556)",6617,Davy (b),Valid,H4,1981,29.00833,-97.70556,3770
Found,"(29.1, -97.6)",6616,Davy (a),Valid,L4,1940,29.1,-97.6,50600
Found,"(30.75, -104.25)",6615,Davis Mountains,Valid,"Iron, IIIAB",1903,30.75,-104.25,689000
Fell,"(34.4, -87.06667)",5514,Danville,Valid,L6,1868,34.4,-87.06667,2000
Found,"(34.216667, -115.05)",5510,Danby Dry Lake,Valid,H6,2000,34.216667,-115.05,8991
Found,"(34.8, -84.98333)",5509,Dalton,Valid,"Iron, IIIAB",1879,34.8,-84.98333,53000
Found,"(36.04333, -102.40833)",5508,Dalhart,Valid,H5,1968,36.04333,-102.40833,4400
Found,"(34.08333, -115.78333)",5505,Dale Dry Lake,Valid,L3.7,1957,34.08333,-115.78333,300
Fell,"(38.4, -84.25)",5500,Cynthiana,Valid,L/LL4,1877,38.4,-84.25,6000
Found,"(35.96667, -96.76667)",5499,Cushing,Valid,H4,1932,35.96667,-96.76667,567
Found,"(30.0, -109.66667)",5497,Cumpas,Valid,"Iron, IIIAB",1903,30,-109.66667,28600
Fell,"(36.83333, -84.35)",5496,Cumberland Falls,Valid,Aubrite,1919,36.83333,-84.35,17000
Found,"(37.61667, -98.91667)",5495,Cullison,Valid,H4,1911,37.61667,-98.91667,10000
Found,"(40.23333, -100.83333)",5494,Culbertson,Valid,H4,1913,40.23333,-100.83333,5900
Found,"(29.01667, -97.28333)",5493,Cuero,Valid,H5,1936,29.01667,-97.28333,46500
Found,"(35.31217, -117.453)",5491,Cuddeback Dry Lake 012,Valid,H5,2002,35.31217,-117.453,0.72
Found,"(35.2758, -117.47877)",5490,Cuddeback Dry Lake 011,Valid,L6,2000,35.2758,-117.47877,10.69
Found,"(35.3112, -117.45465)",5489,Cuddeback Dry Lake 010,Valid,L5,2000,35.3112,-117.45465,10.5
Found,"(35.31833, -117.46667)",5488,Cuddeback Dry Lake 009,Valid,H5,2000,35.31833,-117.46667,19
Found,"(35.28333, -117.48333)",5487,Cuddeback Dry Lake 008,Valid,L6,2000,35.28333,-117.48333,18.02
Found,"(35.3114, -117.45342)",5486,Cuddeback Dry Lake 007,Valid,L4,2000,35.3114,-117.45342,96.7
Found,"(35.31227, -117.453)",5485,Cuddeback Dry Lake 006,Valid,H6,2000,35.31227,-117.453,0.5
Found,"(35.31232, -117.45315)",5484,Cuddeback Dry Lake 005,Valid,H5,2000,35.31232,-117.45315,35
Found,"(35.30233, -117.46017)",5483,Cuddeback Dry Lake 004,Valid,H6,2000,35.30233,-117.46017,40
Found,"(35.29183, -117.47067)",5482,Cuddeback Dry Lake 003,Valid,L6,2000,35.29183,-117.47067,7.5
Found,"(35.2755, -117.47833)",5481,Cuddeback Dry Lake 002,Valid,L6,2000,35.2755,-117.47833,95
Found,"(35.29575, -117.4668)",5480,Cuddeback Dry Lake 001,Valid,L6,1999,35.29575,-117.4668,32.5
Found,"(26.5, -100.0)",5478,Cruz del Aire,Valid,"Iron, ungrouped",1911,26.5,-100,23000
Fell,"(35.63333, -78.13333)",5476,Cross Roads,Valid,H5,1892,35.63333,-78.13333,167
Found,"(33.66667, -101.26667)",5475,Crosbyton,Valid,H,1963,33.66667,-101.26667,
Found,"(38.90306, -112.82111)",5472,Cricket Mountains,Valid,H6,1985,38.90306,-112.82111,10.6
Fell,"(35.95, -97.58333)",5470,Crescent,Valid,CM2,1936,35.95,-97.58333,78.4
Found,"(31.75, -97.75)",5464,Cranfills Gap,Valid,H6,1940,31.75,-97.75,6000
Found,"(37.23333, -80.73333)",5462,Cranberry Plains,Valid,"Iron, IVA",1852,37.23333,-80.73333,90
Found,"(35.83333, -84.91667)",5461,Crab Orchard,Valid,Mesosiderite-A1,1887,35.83333,-84.91667,48500
Found,"(31.91667, -111.5)",5459,Coyote Mountains,Valid,H5,1998,31.91667,-111.5,23.04
Found,"(39.2, -98.78333)",5456,Covert,Valid,H5,1896,39.2,-98.78333,61000
Found,"(34.83333, -112.01667)",5455,Cottonwood,Valid,H5,1955,34.83333,-112.01667,800
Found,"(41.36667, -98.63333)",5454,Cotesfield,Valid,L6,1928,41.36667,-98.63333,1160
Found,"(36.83333, -105.23333)",5453,Costilla Peak,Valid,"Iron, IIIAB",1881,36.83333,-105.23333,35500
Found,"(35.78333, -83.25)",5450,Cosby's Creek,Valid,"Iron, IAB-MG",1837,35.78333,-83.25,960000
Found,"(37.35, -108.68333)",5449,Cortez,Valid,H6,1940,37.35,-108.68333,715.6
Found,"(34.95, -107.16667)",5447,Correo,Valid,H4,1979,34.95,-107.16667,1400
Found,"(39.68333, -102.845)",5441,Cope (b),Valid,H5,1967,39.68333,-102.845,817
Found,"(39.66667, -102.83333)",5440,Cope,Valid,H5,1934,39.66667,-102.83333,12000
Found,"(36.43333, -87.0)",5438,Coopertown,Valid,"Iron, IIIE",1860,36.43333,-87,16800
Found,"(35.0, -111.0)",5436,Coon Butte,Valid,L6,1905,35,-111,2750
Found,"(38.03333, -101.98333)",5434,Coolidge,Valid,C4-ung,1937,38.03333,-101.98333,4500
Found,"(36.16667, -85.51667)",5431,Cookeville,Valid,"Iron, IAB-ung",1913,36.16667,-85.51667,2300
Found,"(32.0, -101.5)",5417,Concho,Valid,L6,1939,32,-101.5,93500
Found,"(31.99167, -98.65167)",5415,Comanche (stone),Valid,L5,1956,31.99167,-98.65167,2400
Found,"(32.01667, -98.7)",5414,Comanche (iron),Valid,"Iron, IAB-sLL",1940,32.01667,-98.7,19700
Found,"(31.82967, -107.3945)",5411,Columbus,Valid,H5,1997,31.82967,-107.3945,165
Found,"(46.57056, -117.09861)",5410,Colton,Valid,"Iron, IIIAB",1993,46.57056,-117.09861,19670
Found,"(38.83333, -104.83333)",5408,Colorado Springs,Valid,Iron,1950,38.83333,-104.83333,
Found,"(35.35, -98.68333)",5407,Colony,Valid,CO3.0,1975,35.35,-98.68333,3912
Found,"(24.01667, -104.66667)",5405,Colonia Obrera,Valid,"Iron, IIIE",1973,24.01667,-104.66667,12200
Found,"(35.3, -81.73333)",5402,Colfax,Valid,"Iron, IAB-ung",1880,35.3,-81.73333,2300
Fell,"(43.76111, -84.50778)",5401,Coleman,Valid,L6,1994,43.76111,-84.50778,469
Found,"(41.35, -99.11667)",5400,Cole Creek,Valid,H5,1991,41.35,-99.11667,16300
Found,"(37.26667, -99.33333)",5399,Coldwater (stone),Valid,H5,1924,37.26667,-99.33333,16000
Found,"(37.26667, -99.33333)",5398,Coldwater (iron),Valid,Iron,1923,37.26667,-99.33333,18400
Fell,"(44.9, -90.28333)",5395,Colby (Wisconsin),Valid,L6,1917,44.9,-90.28333,104000
Found,"(39.41667, -101.05)",5394,Colby (Kansas),Valid,H5,1940,39.41667,-101.05,2400
Found,"(28.7, -102.73333)",5387,Coahuila,Valid,"Iron, IIAB",1837,28.7,-102.73333,2100000
Found,"(34.3, -103.13333)",5386,Clovis (no. 2),Valid,L6,1963,34.3,-103.13333,41300
Found,"(34.3, -103.13472)",5385,Clovis (no. 1),Valid,H3.6,1961,34.3,-103.13472,283000
Found,"(34.45, -111.36667)",5384,Clover Springs,Valid,Mesosiderite-A2,1954,34.45,-111.36667,7700
Found,"(36.08333, -84.2)",5381,Clinton,Valid,Iron,1950,36.08333,-84.2,7700
Found,"(39.1, -103.25833)",5380,Clifford,Valid,L6,1962,39.1,-103.25833,11360
Found,"(34.88333, -84.78333)",5379,Cleveland,Valid,"Iron, IIIAB",1860,34.88333,-84.78333,115000
Found,"(36.43333, -98.43333)",5378,Cleo Springs,Valid,H4,1960,36.43333,-98.43333,24000
Found,"(32.31667, -97.41667)",5377,Cleburne,Valid,"Iron, IVA",1907,32.31667,-97.41667,6800
Found,"(34.34833, -101.65833)",5376,Claytonville (b),Valid,OC,1978,34.34833,-101.65833,5136
Found,"(34.34667, -101.49)",5375,Claytonville,Valid,L5,1964,34.34667,-101.49,15600
Fell,"(32.1025, -81.87278)",5374,Claxton,Valid,L6,1984,32.1025,-81.87278,1455
Found,"(38.0, -84.16667)",5373,Clark County,Valid,"Iron, IIIF",1937,38,-84.16667,11300
Found,"(43.7, -104.7)",5371,Clareton,Valid,L6,1931,43.7,-104.7,1050
Found,"(34.93611, -100.94167)",5370,Clarendon (b),Valid,H5,1981,34.93611,-100.94167,26.8
Found,"(34.905, -100.91333)",5369,Clarendon (a),Valid,H5,1979,34.905,-100.91333,1964
Found,"(34.02806, -102.68)",5367,Circle Back,Valid,L6,1977,34.02806,-102.68,2268
Found,"(39.11667, -84.5)",5366,Cincinnati,Valid,"Iron, IIAB",1870,39.11667,-84.5,1500
Found,"(37.85, -100.35)",5365,Cimarron,Valid,CM2,1948,37.85,-100.35,
Found,"(27.0, -105.1)",5363,Chupaderos,Valid,"Iron, IIIAB",1852,27,-105.1,24300000
Found,"(33.5, -85.66667)",5362,Chulafinnee,Valid,"Iron, IIIAB",1873,33.5,-85.66667,16220
Found,"(35.25, -118.09067)",5361,Chuckwalla,Valid,"Iron, IAB-MG",1992,35.25,-118.09067,1802
Found,"(28.66667, -106.11667)",5350,Chihuahua City,Valid,"Iron, IC",1929,28.66667,-106.11667,54000
Fell,"(40.93333, -79.73333)",5349,Chicora,Valid,LL6,1938,40.93333,-79.73333,303
Found,"(29.0, -103.25)",5348,Chico Mountains,Valid,"Iron, IIAB",1915,29,-103.25,212
Found,"(36.0, -104.5)",5347,Chico Hills,Valid,H4,1951,36,-104.5,8030
Found,"(36.5, -104.2)",5346,Chico,Valid,L6,1954,36.5,-104.2,104800
Found,"(34.7, -81.2)",5343,Chesterville,Valid,"Iron, IIAB",1849,34.7,-81.2,16500
Fell,"(35.03333, -81.88333)",5340,Cherokee Springs,Valid,LL6,1933,35.03333,-81.88333,8400
Fell,"(36.16667, -87.33333)",5328,Charlotte,Valid,"Iron, IVA",1835,36.16667,-87.33333,4300
Found,"(35.71667, -102.28333)",5324,Channing,Valid,H5,1936,35.71667,-102.28333,15300
Found,"(48.45, -72.06667)",5318,Chambord,Valid,"Iron, IIIAB",1904,48.45,-72.06667,6600
Found,"(36.2, -102.45)",5317,Chamberlin,Valid,H5,1941,36.2,-102.45,2400
Found,"(24.33333, -102.13333)",5310,Cerro los Calvos,Valid,H4-an,1986,24.33333,-102.13333,68
Fell,"(43.2, -96.91667)",5307,Centerville,Valid,H5,1956,43.2,-96.91667,45.6
Fell,"(26.46667, -105.23333)",5306,Ceniceros,Valid,L3.7,1988,26.46667,-105.23333,1025
Found,"(34.2, -100.48333)",5305,Cee Vee,Valid,H5,1959,34.2,-100.48333,3600
Found,"(34.01667, -85.26667)",5304,Cedartown,Valid,"Iron, IIAB",1898,34.01667,-85.26667,11300
Found,"(29.82806, -96.90861)",5303,Cedar (Texas),Valid,H4,1900,29.82806,-96.90861,26000
Found,"(39.7, -98.98333)",5302,Cedar (Kansas),Valid,H6,1937,39.7,-98.98333,4900
Found,"(44.221494, -98.059192)",5300,Cavour,Valid,H6,1938,44.221494,-98.059192,26210
Found,"(31.7045, -110.77917)",5299,Cave Creek,Valid,H4,1992,31.7045,-110.77917,1492
Found,"(32.14833, -111.11167)",5297,Cat Mountain,Valid,L5,1981,32.14833,-111.11167,2700
Fell,"(36.5, -79.25)",5296,Caswell County,Valid,OC,1810,36.5,-79.25,1360
Fell,"(44.38333, -68.75)",5293,Castine,Valid,L6,1848,44.38333,-68.75,94
Fell,"(36.08333, -78.06667)",5291,Castalia,Valid,H5,1874,36.08333,-78.06667,7300
Found,"(35.84778, -97.70333)",5287,Cashion,Valid,H4,1936,35.84778,-97.70333,5896.8
Found,"(37.25, -85.0)",5286,Casey County,Valid,"Iron, IAB-MG",1877,37.25,-85,723
Found,"(30.4, -107.8)",5285,Casas Grandes,Valid,"Iron, IIIAB",1867,30.4,-107.8,1545000
Found,"(32.0, -86.0)",5284,Carver,Valid,"Iron, IIAB",1935,32,-86,94000
Found,"(36.26667, -85.98333)",5282,Carthage,Valid,"Iron, IIIAB",1840,36.26667,-85.98333,127000
Found,"(35.16667, -98.64389)",5278,Carnegie,Valid,L6,1963,35.16667,-98.64389,132700
Found,"(31.91667, -98.03333)",5277,Carlton,Valid,"Iron, IAB-sLM",1887,31.91667,-98.03333,81200
Found,"(27.93333, -107.05)",5270,Carichic,Valid,H5,1983,27.93333,-107.05,17000
Found,"(29.66667, -111.5)",5266,Carbo,Valid,"Iron, IID",1923,29.66667,-111.5,454000
Fell,"(37.26667, -89.58333)",5260,Cape Girardeau,Valid,H6,1846,37.26667,-89.58333,2300
Found,"(38.18333, -109.88333)",5258,Canyonlands,Valid,H6,1961,38.18333,-109.88333,1520
Found,"(35.05, -111.03333)",5257,Canyon Diablo,Valid,"Iron, IAB-MG",1891,35.05,-111.03333,30000000
Found,"(40.9, -123.1)",5256,Canyon City,Valid,"Iron, IIIAB",1875,40.9,-123.1,8600
Found,"(34.96667, -101.93333)",5255,Canyon,Valid,H?,1957,34.96667,-101.93333,860
Found,"(34.2, -84.48333)",5254,Canton,Valid,"Iron, IIIAB",1894,34.2,-84.48333,7030
Fell,"(38.47028, -105.24139)",5253,Canon City,Valid,H6,1973,38.47028,-105.24139,1400
Found,"(37.36667, -85.36667)",5245,Campbellsville,Valid,"Iron, IIIAB",1929,37.36667,-85.36667,15400
Found,"(43.2, -78.8)",5203,Cambria,Valid,"Iron, ungrouped",1818,43.2,-78.8,16300
Found,"(28.41667, -98.25)",5201,Calliham,Valid,L6,1958,28.41667,-98.25,40000
Found,"(36.08333, -92.15)",5198,Calico Rock,Valid,"Iron, IIAB",1938,36.08333,-92.15,7275
Found,"(37.03333, -97.625)",5197,Caldwell,Valid,L-imp melt,1961,37.03333,-97.625,12900
Found,"(35.0, -98.33333)",5192,Caddo County,Valid,"Iron, IAB-ung",1987,35,-98.33333,18000
Found,"(24.5, -104.8)",5188,Cacaria,Valid,"Iron, IIIAB",1867,24.5,-104.8,41400
Fell,"(35.5, -93.5)",5186,Cabin Creek,Valid,"Iron, IIIAB",1886,35.5,-93.5,48500
Found,"(38.3, -94.36667)",5182,Butler,Valid,"Iron, ungrouped",1874,38.3,-94.36667,41000
Found,"(41.23333, -103.9)",5180,Bushnell,Valid,H4,1939,41.23333,-103.9,1240
Fell,"(37.62194, -82.23722)",5175,Burnwell,Valid,H4-an,1990,37.62194,-82.23722,1504
Found,"(35.33333, -99.15)",5174,Burns Flat,Valid,L6,1971,35.33333,-99.15,1987
Found,"(42.75, -75.18333)",5172,Burlington,Valid,"Iron, IIIE",1819,42.75,-75.18333,68000
